RnkIMDNoEd,No_qual,Maori,Drive_priv,Bus,Masters_,AnyUni,Bike
4076,16.7,16.1,55.8,0.3,3.6,40.7,0.8
1399,16.7,16.1,55.8,0.3,3.6,40.7,0.8
304,16.7,16.1,55.8,0.3,3.6,40.7,0.8
1003,12.4,12.5,61.5,0.7,6.5,51.1,1.5
705,13.9,10.9,62.3,0.5,3.7,40.5,0.5
1449,15.6,10.4,54.3,0,4,39.8,0.5
5960,25.4,28.5,65.2,0.7,1.6,31.4,2.1
4885,0,0,0,0,0,0,0
3336,25.4,28.5,65.2,0.7,1.6,31.4,2.1
2434,23,10.4,66.3,0,3,35.7,1.4
1401,23,10.4,66.3,0,3,35.7,1.4
4999,25.4,28.5,65.2,0.7,1.6,31.4,2.1
3846,25.4,28.5,65.2,0.7,1.6,31.4,2.1
4691,20.8,23.3,62.5,1,2.1,35.5,2.4
928,23,10.4,66.3,0,3,35.7,1.4
4353,20.8,23.3,62.5,1,2.1,35.5,2.4
4251,25.9,41.4,63,0.9,1.1,25.4,0.4
6099,25.9,41.4,63,0.9,1.1,25.4,0.4
3296,18.6,16.4,64.8,1.3,2.2,39.6,1.8
4491,20.2,19.1,62.7,0.6,2.5,35.3,2.5
2251,18.6,16.4,64.8,1.3,2.2,39.6,1.8
5341,24.3,21.5,63.4,0.6,2.4,34.3,2.1
4208,20.8,23.3,62.5,1,2.1,35.5,2.4
1105,15.6,10.4,54.3,0,4,39.8,0.5
4397,24.3,21.5,63.4,0.6,2.4,34.3,2.1
2748,20.8,23.3,62.5,1,2.1,35.5,2.4
3660,24.3,21.5,63.4,0.6,2.4,34.3,2.1
4861,24.3,21.5,63.4,0.6,2.4,34.3,2.1
5267,24.3,21.5,63.4,0.6,2.4,34.3,2.1
4271,18.4,17.1,56.3,0.2,4.5,40.7,3
4330,18.4,17.1,56.3,0.2,4.5,40.7,3
1479,14.2,14.2,63.8,0,4.9,44.8,1.5
4821,24.3,21.5,63.4,0.6,2.4,34.3,2.1
4339,24.3,21.5,63.4,0.6,2.4,34.3,2.1
1392,15.6,10.4,54.3,0,4,39.8,0.5
383,15.4,17.8,64.2,0.8,2.8,41.3,2.2
4795,15.4,17.8,64.2,0.8,2.8,41.3,2.2
4900,18.4,17.1,56.3,0.2,4.5,40.7,3
4978,15.4,17.8,64.2,0.8,2.8,41.3,2.2
3651,15.4,17.8,64.2,0.8,2.8,41.3,2.2
4391,18.4,16.4,61.3,0.6,3.5,37.6,2.5
4869,18.7,19.5,46.1,0,4,40.4,3.9
3701,18.4,16.4,61.3,0.6,3.5,37.6,2.5
3657,18.4,16.4,61.3,0.6,3.5,37.6,2.5
2706,19.7,15.2,66.1,0.5,2.9,37.4,1.6
3474,18.2,16.7,58.9,0.2,4.2,38.7,2
3905,18.4,16.4,61.3,0.6,3.5,37.6,2.5
4563,19.7,15.2,66.1,0.5,2.9,37.4,1.6
4828,19.7,15.2,66.1,0.5,2.9,37.4,1.6
3544,14.7,14.4,58.7,0.6,3.8,41.5,3.7
4214,18.2,16.7,58.9,0.2,4.2,38.7,2
3459,18.2,16.7,58.9,0.2,4.2,38.7,2
3839,18.2,16.7,58.9,0.2,4.2,38.7,2
1509,14.7,14.4,58.7,0.6,3.8,41.5,3.7
1439,14.7,14.4,58.7,0.6,3.8,41.5,3.7
2362,21.9,17,64.4,0.2,3,36,2.4
1475,19.5,9.3,65.2,0.2,3.9,40,1.8
3801,21.9,17,64.4,0.2,3,36,2.4
2100,19.5,9.3,65.2,0.2,3.9,40,1.8
1182,20.2,16.8,57.2,0.7,2.8,36.8,3.1
2855,21.9,17,64.4,0.2,3,36,2.4
3803,20.2,16.8,57.2,0.7,2.8,36.8,3.1
64,19.5,9.3,65.2,0.2,3.9,40,1.8
1853,19.5,9.3,65.2,0.2,3.9,40,1.8
4542,21.9,17,64.4,0.2,3,36,2.4
3479,20.2,16.8,57.2,0.7,2.8,36.8,3.1
2924,20.2,16.8,57.2,0.7,2.8,36.8,3.1
3077,20.2,16.8,57.2,0.7,2.8,36.8,3.1
2014,24.7,20.7,65,0.8,1.6,29.2,2.7
723,19.5,13.2,56,0,1.8,35.8,0.6
4007,24.7,20.7,65,0.8,1.6,29.2,2.7
4075,24.7,20.7,65,0.8,1.6,29.2,2.7
4706,24.7,20.7,65,0.8,1.6,29.2,2.7
2621,22.3,19.7,67.1,0.4,1.9,33.3,1.7
4583,22.3,19.7,67.1,0.4,1.9,33.3,1.7
1687,22.2,18.8,51.6,0.7,2,32.6,1.3
316,22.3,19.7,67.1,0.4,1.9,33.3,1.7
507,19.5,13.2,56,0,1.8,35.8,0.6
1841,23.8,21.9,54.2,0,1.9,30.7,0.3
1820,21.4,14.5,53.3,0.2,1.9,32.4,0.2
2153,27.4,17,67.1,0.2,1,30.7,1.3
2159,27.4,17,67.1,0.2,1,30.7,1.3
3695,27.4,17,67.1,0.2,1,30.7,1.3
2422,27.4,17,67.1,0.2,1,30.7,1.3
4534,27.4,17,67.1,0.2,1,30.7,1.3
1239,21.4,14.5,53.3,0.2,1.9,32.4,0.2
1065,23.8,21.9,54.2,0,1.9,30.7,0.3
6028,38.2,45.6,68.3,0.4,0.5,20.1,0.9
1086,21.4,14.5,53.3,0.2,1.9,32.4,0.2
5745,38.2,45.6,68.3,0.4,0.5,20.1,0.9
5211,38.2,45.6,68.3,0.4,0.5,20.1,0.9
5683,38.2,45.6,68.3,0.4,0.5,20.1,0.9
5849,34,46.5,69.1,0.7,0.6,24,0.7
5614,34,46.5,69.1,0.7,0.6,24,0.7
1581,21.4,14.5,53.3,0.2,1.9,32.4,0.2
4814,34,46.5,69.1,0.7,0.6,24,0.7
4919,34,46.5,69.1,0.7,0.6,24,0.7
3402,22.7,22.1,54.1,0.3,1.4,32.5,0.3
1149,18.1,17.4,41.6,0,0.7,32.5,0
2973,22.7,22.1,54.1,0.3,1.4,32.5,0.3
2560,26.2,24.7,46.3,0,2.4,27.2,0
369,13.9,10.9,62.3,0.5,3.7,40.5,0.5
849,18.2,16.7,58.9,0.2,4.2,38.7,2
3939,24.7,20.7,65,0.8,1.6,29.2,2.7
309,24.7,20.7,65,0.8,1.6,29.2,2.7
2182,26,13.8,50.5,0,0.8,27.2,0
1850,26,13.8,50.5,0,0.8,27.2,0
4409,31.2,19,65.9,0,0.8,26.1,1.4
5384,32.9,24.1,65.6,0.4,0.7,22.8,1.6
3899,31.2,19,65.9,0,0.8,26.1,1.4
4244,33.4,19.8,68.7,0,0.8,24.8,0.3
5675,32.9,24.1,65.6,0.4,0.7,22.8,1.6
3966,33.4,19.8,68.7,0,0.8,24.8,0.3
3731,31.2,19,65.9,0,0.8,26.1,1.4
5076,32.9,24.1,65.6,0.4,0.7,22.8,1.6
3204,28.2,12,44.3,0,0.3,27.8,0.7
1836,28.2,12,44.3,0,0.3,27.8,0.7
2233,25.5,15.2,32.8,0,0.7,25.6,0
2986,27.9,31.6,38.3,0,1,27.4,0.3
2978,27.9,31.6,38.3,0,1,27.4,0.3
4301,27.9,31.6,38.3,0,1,27.4,0.3
5472,33.3,40.9,60.2,0,0.9,23.9,3
5363,33.3,40.9,60.2,0,0.9,23.9,3
3435,27.9,31.6,38.3,0,1,27.4,0.3
2620,24.8,21,29,0,1,27.1,0
2478,24.8,21,29,0,1,27.1,0
5388,34.2,38.1,52.6,0,0.8,21.8,0.4
4712,28.9,18.6,37.9,0,0.6,24.1,0.9
2029,34.2,38.1,52.6,0,0.8,21.8,0.4
3992,25,23.6,55.3,0,0.3,27.4,0.5
3312,28.9,18.6,37.9,0,0.6,24.1,0.9
3335,30,34.7,62.7,0,1.5,25.3,1.9
1274,25,23.6,55.3,0,0.3,27.4,0.5
1793,26.3,20.4,62.7,0,1.6,28.4,2.2
5029,31,32.5,63.1,0,0.8,25.6,3.9
4601,30,34.7,62.7,0,1.5,25.3,1.9
4348,33.9,31.6,63,0,0.6,23.8,4.1
5528,32.6,32.2,62,0,1,25.4,2.8
4248,28.4,30.1,63.2,0,0.6,25.8,3.2
4886,33.9,31.6,63,0,0.6,23.8,4.1
4442,31,32.5,63.1,0,0.8,25.6,3.9
4721,32.6,32.2,62,0,1,25.4,2.8
5399,32.6,32.2,62,0,1,25.4,2.8
5989,31,32.5,63.1,0,0.8,25.6,3.9
5119,32.6,32.2,62,0,1,25.4,2.8
4693,28.4,30.1,63.2,0,0.6,25.8,3.2
5655,36.2,33.3,62.9,0,0.9,22,1.4
1381,30,34.7,62.7,0,1.5,25.3,1.9
5006,36.2,33.3,62.9,0,0.9,22,1.4
4851,27.1,15.6,42.7,0,1.6,23.9,0.7
3017,27.1,15.6,42.7,0,1.6,23.9,0.7
1794,26.1,19,45,0,1.5,29.1,0.9
3529,33.7,29.4,48.8,0,0.6,21.4,1.2
5850,39,50.4,62.8,0,1.7,23,0
6031,39,50.4,62.8,0,1.7,23,0
2837,25.4,18.3,34.1,0,1.8,28.5,0.7
4815,33.7,29.4,48.8,0,0.6,21.4,1.2
3677,25.4,18.3,34.1,0,1.8,28.5,0.7
3894,27.2,32.1,31.5,0,1.6,24.8,0.5
4552,31.1,47.9,62.2,0.9,1.5,27.7,0.4
5150,35.8,67.3,52.4,0,1.3,23.1,0.6
5639,33.9,49.9,51.8,0,1.4,23.7,1.5
6051,31.1,47.9,62.2,0.9,1.5,27.7,0.4
4826,30.6,43.2,47.8,0,0.6,22.5,0.9
5624,21.1,36.5,43.2,0,1.6,31.6,0.4
6088,33.9,49.9,51.8,0,1.4,23.7,1.5
6162,35.2,63.5,57.8,0.5,0.6,23.1,0.5
3385,30.6,43.2,47.8,0,0.6,22.5,0.9
2672,21.1,36.5,43.2,0,1.6,31.6,0.4
5621,35.2,63.5,57.8,0.5,0.6,23.1,0.5
5287,27.2,32.1,31.5,0,1.6,24.8,0.5
3042,21.3,24.3,44.6,0,2.8,33.1,1.5
3934,21.1,36.5,43.2,0,1.6,31.6,0.4
2516,19.2,43.5,53.1,0,2.4,34.8,6.2
4361,18.8,36.3,53.6,0.4,3.1,36.9,3.1
1963,18.8,36.3,53.6,0.4,3.1,36.9,3.1
1889,18.2,16.2,56.9,0,2.8,35.7,1.2
1863,18.2,16.2,56.9,0,2.8,35.7,1.2
5024,28.5,37.9,70.6,0.5,2.1,27.9,3.6
5692,28.5,37.9,70.6,0.5,2.1,27.9,3.6
6030,33,50.1,70.1,1.5,0.7,21.4,2.3
2485,24.2,42.3,48.6,0,1.9,30.1,0.5
5877,33,50.1,70.1,1.5,0.7,21.4,2.3
5864,33,50.1,70.1,1.5,0.7,21.4,2.3
6080,31.8,37.6,71.5,0.3,1.2,24.5,3.4
6142,37,35,64.3,0,0,25.9,0
930,16.5,12.9,57.7,0,2.8,39.7,1.5
4881,31.8,37.6,71.5,0.3,1.2,24.5,3.4
3181,24.3,18.9,67.6,0,1.9,32,2.4
6136,34.6,46.7,67.3,0.5,1.3,23.6,5.9
3569,24.3,18.9,67.6,0,1.9,32,2.4
5138,31.8,37.6,71.5,0.3,1.2,24.5,3.4
6152,34.6,46.7,67.3,0.5,1.3,23.6,5.9
3821,24.3,18.9,67.6,0,1.9,32,2.4
3408,19.2,9,64.9,0,3.5,36.2,2.3
1975,18.4,13.9,66,0.6,3.2,37.7,2.8
3401,25.5,17.8,70.2,0,1.3,31.5,3.6
5055,23.5,32.3,65.7,0.3,1.3,30.1,3.3
4850,25.9,27.8,69.3,0.6,1.2,30.7,2.9
5461,25.9,27.8,69.3,0.6,1.2,30.7,2.9
1176,19.2,9,64.9,0,3.5,36.2,2.3
3284,18.4,13.9,66,0.6,3.2,37.7,2.8
5555,23.5,32.3,65.7,0.3,1.3,30.1,3.3
5125,23.5,32.3,65.7,0.3,1.3,30.1,3.3
2922,18.4,13.9,66,0.6,3.2,37.7,2.8
1656,18.4,13.9,66,0.6,3.2,37.7,2.8
4612,25.9,27.8,69.3,0.6,1.2,30.7,2.9
1699,21.5,10.2,64.7,0,4,37,2
5163,22.1,21.5,58.7,0,1.9,34.2,4.5
3339,22.1,21.5,58.7,0,1.9,34.2,4.5
4621,21.5,10.2,64.7,0,4,37,2
5999,26.6,34.7,62.3,0.3,2.6,29.9,3.6
6068,26.6,34.7,62.3,0.3,2.6,29.9,3.6
5839,26.6,34.7,62.3,0.3,2.6,29.9,3.6
5977,28.4,22.7,55,1.1,3,30,4.4
2522,16.5,12.9,57.7,0,2.8,39.7,1.5
5687,19.3,33.2,51.4,0,4,39.3,1.9
5709,32.1,37.2,69,0.4,1.8,25.4,3.4
4160,19.7,21.9,53.8,0,1.7,32.2,1.2
5248,27.3,29.5,69.1,0.3,0.7,27.4,3.3
5000,24.5,25.8,65.6,0,1.8,30.9,2.8
6036,32.1,37.2,69,0.4,1.8,25.4,3.4
3121,15.6,19.4,65.8,0,3.7,40.4,3.1
5225,24.5,25.8,65.6,0,1.8,30.9,2.8
5682,30.4,47.8,65.5,1.3,0.8,27.4,4.3
5568,27.3,29.5,69.1,0.3,0.7,27.4,3.3
1268,15.6,19.4,65.8,0,3.7,40.4,3.1
5631,26.5,30.2,70.9,0.6,1.7,32.3,2.2
6146,30.4,47.8,65.5,1.3,0.8,27.4,4.3
4637,24.5,25.8,65.6,0,1.8,30.9,2.8
3944,15.6,19.4,65.8,0,3.7,40.4,3.1
5706,27.3,29.5,69.1,0.3,0.7,27.4,3.3
4669,26.5,30.2,70.9,0.6,1.7,32.3,2.2
4040,19.7,21.9,53.8,0,1.7,32.2,1.2
4912,26.5,30.2,70.9,0.6,1.7,32.3,2.2
3420,19.7,21.9,53.8,0,1.7,32.2,1.2
1708,19.7,21.9,53.8,0,1.7,32.2,1.2
2768,19.7,21.9,53.8,0,1.7,32.2,1.2
4838,24.2,42.3,48.6,0,1.9,30.1,0.5
5187,25.5,42.8,59,0,1.3,32,0
2985,23.1,18.9,53.8,0,1.9,32.1,0.6
2055,19.4,10,50,0,1.6,31.3,1
1813,19.4,10,50,0,1.6,31.3,1
3712,29.6,20.9,64.3,0.2,1.7,26.1,0.9
4708,32.7,33.8,70.2,0,1.3,21.6,1.3
5061,29.6,20.9,64.3,0.2,1.7,26.1,0.9
2914,29.6,20.9,64.3,0.2,1.7,26.1,0.9
3144,23.7,30.4,70.9,0,1.5,28.1,2.3
4921,23.7,30.4,70.9,0,1.5,28.1,2.3
4699,29.6,20.9,64.3,0.2,1.7,26.1,0.9
5278,32.7,33.8,70.2,0,1.3,21.6,1.3
5774,32.7,33.8,70.2,0,1.3,21.6,1.3
2149,24.3,23.1,46.6,0,1.9,29.3,0.4
3001,24.3,23.1,46.6,0,1.9,29.3,0.4
4062,24.3,23.1,46.6,0,1.9,29.3,0.4
3313,22,23.3,37.3,0,0.7,30.3,0
3746,29.4,50,53.4,0,0.9,25.4,0.3
4431,29.4,50,53.4,0,0.9,25.4,0.3
1518,22,23.3,37.3,0,0.7,30.3,0
2305,22,23.3,37.3,0,0.7,30.3,0
4059,32.9,21.1,58.2,0.5,2.1,27.7,0
3281,32.9,21.1,58.2,0.5,2.1,27.7,0
2243,24.5,16.1,45.8,0,2,33,0.4
2394,20.1,18.8,55,0.4,1.9,32,4.6
1511,24.5,16.1,45.8,0,2,33,0.4
3752,23.9,18.2,59.8,0,3,32.9,0.8
4470,20.1,18.8,55,0.4,1.9,32,4.6
1912,23.9,18.2,59.8,0,3,32.9,0.8
2111,20,17.2,58.2,0,1.9,36.9,0.2
1993,19.8,15.7,56.4,0,3,34.2,0.5
2426,23.9,18.2,59.8,0,3,32.9,0.8
3012,19.8,15.7,56.4,0,3,34.2,0.5
2700,21.4,16.5,66.9,0.3,2.8,33.1,0.5
1322,23.9,18.2,59.8,0,3,32.9,0.8
2027,21.4,16.5,66.9,0.3,2.8,33.1,0.5
3940,31,17.9,62.6,0.5,1.8,24.9,0.9
4159,31,17.9,62.6,0.5,1.8,24.9,0.9
1428,20,17.2,58.2,0,1.9,36.9,0.2
3153,25.7,27.6,71.1,0.4,0.9,28.7,1.2
3880,25.7,27.6,71.1,0.4,0.9,28.7,1.2
5114,31.8,26.2,60.8,0.7,1.2,24.8,2
4843,29.9,25.3,66.2,1.3,1.2,25.8,1.3
5174,25.7,27.6,71.1,0.4,0.9,28.7,1.2
4088,25.7,27.6,71.1,0.4,0.9,28.7,1.2
4388,31.8,26.2,60.8,0.7,1.2,24.8,2
5742,29.9,25.3,66.2,1.3,1.2,25.8,1.3
639,19.8,15.7,56.4,0,3,34.2,0.5
3521,28.2,21.8,67.4,0.3,1.1,28,1.4
2391,29.1,20.1,64.2,0.6,1.3,27.2,1.7
4228,29.9,25.3,66.2,1.3,1.2,25.8,1.3
4631,28.2,21.8,67.4,0.3,1.1,28,1.4
4648,28.2,21.8,67.4,0.3,1.1,28,1.4
5266,29.1,20.1,64.2,0.6,1.3,27.2,1.7
2123,20,17.2,58.2,0,1.9,36.9,0.2
3200,20,17.2,58.2,0,1.9,36.9,0.2
632,16.5,11.8,59,0,3.9,41.8,0.3
2408,21.6,16,45.5,0,3.3,31.5,0.7
604,16.5,11.8,59,0,3.9,41.8,0.3
931,15.2,9.5,53.8,0,7.8,40.9,0.4
1877,21.6,16,45.5,0,3.3,31.5,0.7
2127,15.2,9.5,53.8,0,7.8,40.9,0.4
3721,22.5,20.8,64.6,0,2.7,31.4,1.9
2004,11.2,14.2,61.9,0,11.6,45.9,3.2
2440,18.8,11.4,59.2,0,2.8,34.7,2
4259,27,35.5,69.4,1.1,1.2,26,1.8
5978,27,35.5,69.4,1.1,1.2,26,1.8
2415,18.8,11.4,59.2,0,2.8,34.7,2
445,11.2,14.2,61.9,0,11.6,45.9,3.2
5697,27.5,21.2,70.3,1.4,2.2,27.4,2.4
5938,27,35.5,69.4,1.1,1.2,26,1.8
2168,27.5,21.2,70.3,1.4,2.2,27.4,2.4
3937,22.9,25.5,68,2.7,1.7,31,1.8
2355,17.2,17.3,65.6,1.2,4,38.1,3.5
5748,22,27.5,67.3,2.6,4.1,33,2.8
5800,31.7,40.8,70.2,1.7,1,21.5,1.7
5233,27,35.5,69.4,1.1,1.2,26,1.8
6107,31.7,40.8,70.2,1.7,1,21.5,1.7
5520,22,27.5,67.3,2.6,4.1,33,2.8
2379,14.9,19.3,67.3,2.2,8.5,42.6,5
4100,22.9,25.5,68,2.7,1.7,31,1.8
4901,31.7,40.8,70.2,1.7,1,21.5,1.7
6161,31.7,40.8,70.2,1.7,1,21.5,1.7
4980,22,27.5,67.3,2.6,4.1,33,2.8
5210,18.6,26.8,64.4,1.4,4.5,36.4,4.7
3857,5.8,42.8,48.3,0,2,30.4,7.2
4694,31.2,29.3,52.1,2.7,1.8,22.4,1.4
2378,14.9,19.3,67.3,2.2,8.5,42.6,5
5083,18.6,26.8,64.4,1.4,4.5,36.4,4.7
2921,14.9,19.3,67.3,2.2,8.5,42.6,5
4634,22,27.5,67.3,2.6,4.1,33,2.8
4932,22,27.5,67.3,2.6,4.1,33,2.8
5190,18.6,26.8,64.4,1.4,4.5,36.4,4.7
5583,19.5,25,61.6,1.1,4,35.4,3.7
4674,18.6,26.8,64.4,1.4,4.5,36.4,4.7
2677,14.9,19.3,67.3,2.2,8.5,42.6,5
4164,31.2,29.3,52.1,2.7,1.8,22.4,1.4
5564,15.8,20.1,63.4,3.4,8.1,39.2,6.2
2217,22.5,20.8,64.6,0,2.7,31.4,1.9
4019,19.5,25,61.6,1.1,4,35.4,3.7
4303,15.8,20.1,63.4,3.4,8.1,39.2,6.2
2766,31.2,29.3,52.1,2.7,1.8,22.4,1.4
3710,15.8,20.1,63.4,3.4,8.1,39.2,6.2
3946,22.4,25.5,70.4,1.3,1.8,32.1,1.7
5886,12.5,20.7,47.1,2.1,4,30.8,4.2
4471,15.8,20.1,63.4,3.4,8.1,39.2,6.2
3534,24.2,16.6,68.8,1,2.3,30.8,2.3
5199,31.2,29.3,52.1,2.7,1.8,22.4,1.4
5927,12.5,20.7,47.1,2.1,4,30.8,4.2
3822,10.8,15.3,57.7,2.8,11.4,43.9,4
4975,22.4,25.5,70.4,1.3,1.8,32.1,1.7
2998,15.3,16.7,57.2,1.3,7,43.4,3.3
1420,24.2,16.6,68.8,1,2.3,30.8,2.3
4930,20.8,19.7,56.6,1.6,5.8,36.3,2.9
4143,10.8,15.3,57.7,2.8,11.4,43.9,4
4989,22.4,25.5,70.4,1.3,1.8,32.1,1.7
3201,15.3,16.7,57.2,1.3,7,43.4,3.3
4290,8.2,16.8,52.5,3,6.2,37.2,3.3
5527,12.5,20.7,47.1,2.1,4,30.8,4.2
3878,15.3,16.7,57.2,1.3,7,43.4,3.3
698,0,8.8,52.8,0,5,25.2,5.6
2457,8.2,16.8,52.5,3,6.2,37.2,3.3
3956,20.8,19.7,56.6,1.6,5.8,36.3,2.9
3565,20.2,18.5,60,0,2.4,37,4.6
3055,8.2,16.8,52.5,3,6.2,37.2,3.3
5120,20.8,19.7,56.6,1.6,5.8,36.3,2.9
2174,10.1,10.8,54,2.6,14.2,53.3,6.7
142,9.1,8.1,62.5,1.5,14.3,49.3,3.7
4538,31.2,29.3,52.1,2.7,1.8,22.4,1.4
5098,20.8,19.7,56.6,1.6,5.8,36.3,2.9
4240,18.5,15.4,59.2,1.8,6.3,38,3
855,10.1,10.8,54,2.6,14.2,53.3,6.7
5762,24.4,26.9,65.3,1.8,3.4,31.3,4.2
503,11.2,14.2,61.9,0,11.6,45.9,3.2
1859,10.1,10.8,54,2.6,14.2,53.3,6.7
1722,11.6,9.6,57,1.1,12.5,47.5,4.7
5842,22.1,24.9,60,3.1,2.9,32.5,3.1
1160,11.6,9.6,57,1.1,12.5,47.5,4.7
3110,10.2,14.7,62.4,2.2,10.1,48.9,4.5
4537,24.4,26.9,65.3,1.8,3.4,31.3,4.2
5855,24.4,26.9,65.3,1.8,3.4,31.3,4.2
5196,16.5,20.4,63.8,2,5.8,39.1,3.9
1223,10.2,14.7,62.4,2.2,10.1,48.9,4.5
3689,31.2,29.3,52.1,2.7,1.8,22.4,1.4
198,9.1,8.1,62.5,1.5,14.3,49.3,3.7
2567,9.1,8.1,62.5,1.5,14.3,49.3,3.7
4620,13.8,17.9,65.6,1.9,10,43.8,5.7
1499,10.2,14.7,62.4,2.2,10.1,48.9,4.5
5188,24.4,26.9,65.3,1.8,3.4,31.3,4.2
3594,16.5,20.4,63.8,2,5.8,39.1,3.9
5291,24.4,26.9,65.3,1.8,3.4,31.3,4.2
3243,10.2,14.7,62.4,2.2,10.1,48.9,4.5
3362,13.8,17.9,65.6,1.9,10,43.8,5.7
4211,22.5,25.5,70.1,1.8,2.2,33.1,2.2
3554,13.8,17.9,65.6,1.9,10,43.8,5.7
4386,16.5,20.4,63.8,2,5.8,39.1,3.9
4600,31.2,29.3,52.1,2.7,1.8,22.4,1.4
3472,22.5,25.5,70.1,1.8,2.2,33.1,2.2
311,9.1,8.1,62.5,1.5,14.3,49.3,3.7
3723,16.5,20.4,63.8,2,5.8,39.1,3.9
5023,22.5,25.5,70.1,1.8,2.2,33.1,2.2
1808,16.2,12.6,69.7,1.2,5.1,41.7,1.5
2259,18.5,11.5,56.1,0,3.8,37.5,0.6
1964,16.2,12.6,69.7,1.2,5.1,41.7,1.5
492,9.1,10.6,62.7,0,14,53.1,4.5
999,16,14.3,67.4,0.7,5.8,40.7,1.9
146,16,14.3,67.4,0.7,5.8,40.7,1.9
1548,16.2,12.6,69.7,1.2,5.1,41.7,1.5
389,18.5,11.5,56.1,0,3.8,37.5,0.6
728,10.2,12.2,61,0,11.4,48.9,2.1
3900,18.5,11.5,56.1,0,3.8,37.5,0.6
1604,18.5,11.5,56.1,0,3.8,37.5,0.6
3205,18.5,11.5,56.1,0,3.8,37.5,0.6
3942,20.4,21.9,70.9,0.4,3,34.5,1
2024,20.4,21.9,70.9,0.4,3,34.5,1
5684,25.9,25.5,39.3,0,1.6,27.3,0
3147,25.9,25.5,39.3,0,1.6,27.3,0
3908,17,15,38.5,0,0.7,28.2,0
4897,31.9,25.2,58.6,0,1.4,23.7,2.9
4995,31.9,25.2,58.6,0,1.4,23.7,2.9
4836,31.9,25.2,58.6,0,1.4,23.7,2.9
1940,25.9,25.5,39.3,0,1.6,27.3,0
5365,31.9,25.2,58.6,0,1.4,23.7,2.9
5458,34.5,29.3,69.6,0,2.1,24,0.9
5028,34.5,29.3,69.6,0,2.1,24,0.9
4191,17,15,38.5,0,0.7,28.2,0
2741,24.7,17.2,46.2,0.3,1.6,28.4,0.6
2703,17,15,38.5,0,0.7,28.2,0
1674,25.8,24.7,47.4,0,0.9,28.2,0.4
4660,28.4,29.5,66.7,0.6,1.1,25.4,1.2
4773,38.2,38.6,61.9,0.2,0.6,20.4,1.3
5302,28.4,29.5,66.7,0.6,1.1,25.4,1.2
5241,38.2,38.6,61.9,0.2,0.6,20.4,1.3
5899,38.2,38.6,61.9,0.2,0.6,20.4,1.3
2469,28.4,29.5,66.7,0.6,1.1,25.4,1.2
5967,38.2,38.6,61.9,0.2,0.6,20.4,1.3
2540,25.9,22.7,54.8,0,1.4,28.6,0.3
2903,18.6,18.7,38.9,0,2.1,35.1,0
4132,25.9,22.7,54.8,0,1.4,28.6,0.3
1424,27.1,23.6,26.8,0,1.2,26.5,0
1461,18.6,18.7,38.9,0,2.1,35.1,0
3195,22.7,26.8,61.3,0,2.9,32.4,0
4405,25.7,20.6,58.9,0,2.5,33.1,0.3
5077,23.9,20.7,45.8,0,1.7,25.6,0.6
4819,25.7,20.6,58.9,0,2.5,33.1,0.3
2732,18.6,18.8,53.8,0,2.7,33.6,0
4078,23.9,20.7,45.8,0,1.7,25.6,0.6
3020,25.4,20.3,51.5,0,1.9,32.3,0.3
5165,34.5,29,65.6,0,1.3,25,1.9
6009,29.7,27.6,62.5,0,1.7,25.4,1.2
5414,34.5,29,65.6,0,1.3,25,1.9
5554,32.1,29.9,62.2,0.6,1.2,24.5,3.3
3568,21.5,14.7,58.9,0.6,2.3,32.7,0.6
5534,37.5,23.8,58.5,0,1.1,18.5,3.1
4802,28.8,28.6,65.4,0,1.9,27.6,1.7
5095,28.8,28.6,65.4,0,1.9,27.6,1.7
1435,23.9,20.7,45.8,0,1.7,25.6,0.6
6103,29.7,27.6,62.5,0,1.7,25.4,1.2
5549,36.5,29.3,57.6,0.4,1.3,22.4,2.2
5885,38.9,35.7,67.1,0,0.9,21,0.9
5592,34.7,37.7,69.8,0,0.9,23.3,1.6
5789,36.5,29.3,57.6,0.4,1.3,22.4,2.2
3763,28.8,28.6,65.4,0,1.9,27.6,1.7
2905,23.6,17.5,60.1,0.4,1.7,30,1.1
5620,33.8,24.4,62.9,0.4,1.1,23.2,3.8
5817,38.9,35.7,67.1,0,0.9,21,0.9
6026,38.3,42.7,70.2,0,0.7,15.8,1
5178,36.5,29.3,57.6,0.4,1.3,22.4,2.2
5617,34.7,37.7,69.8,0,0.9,23.3,1.6
4787,34.3,30.2,66.3,0.5,0.9,20.2,2.6
5735,33.8,24.4,62.9,0.4,1.1,23.2,3.8
4763,33.8,24.4,62.9,0.4,1.1,23.2,3.8
3097,23.6,17.5,60.1,0.4,1.7,30,1.1
5123,34.3,30.2,66.3,0.5,0.9,20.2,2.6
4742,31.6,21,63,0,1.1,23.7,2
3892,31.6,21,63,0,1.1,23.7,2
3418,23.6,17.5,60.1,0.4,1.7,30,1.1
3189,23.9,20.7,45.8,0,1.7,25.6,0.6
2375,29.7,27.6,62.5,0,1.7,25.4,1.2
2940,21.5,14.7,58.9,0.6,2.3,32.7,0.6
5721,37.8,45.7,68.8,0,1.8,21.9,0.5
5519,37.8,45.7,68.8,0,1.8,21.9,0.5
3037,21.7,21.5,58.5,0,4.5,32.5,0.6
3188,21.7,21.5,58.5,0,4.5,32.5,0.6
2587,21.7,21.5,58.5,0,4.5,32.5,0.6
