RnkIMDNoEd,No_qual,Maori,Drive_priv,Bus,Masters_,AnyUni,Bike
2984,16.7,11.3,67.9,1.8,5.6,41.1,2.5
838,15.6,18.4,65,1.9,4.2,40.2,2.1
5908,22.8,31.7,65.9,2.9,2,33.6,2.3
5252,18.5,31.2,64.9,2.6,3.3,39.5,2.4
5861,22.2,41.1,66.9,3,2,33.2,2.8
4681,19,24.7,69.2,1.2,2.9,38.6,2.2
2051,16.7,11.3,67.9,1.8,5.6,41.1,2.5
2438,15.6,18.4,65,1.9,4.2,40.2,2.1
4256,18.5,31.2,64.9,2.6,3.3,39.5,2.4
6101,22.2,41.1,66.9,3,2,33.2,2.8
4883,19,24.7,69.2,1.2,2.9,38.6,2.2
2849,16.7,11.3,67.9,1.8,5.6,41.1,2.5
3533,13.5,18.6,66,2,5,43.3,2.3
2056,13.9,13,69,2.5,6.4,44.2,1
3669,15.6,18.4,65,1.9,4.2,40.2,2.1
5769,18.5,31.2,64.9,2.6,3.3,39.5,2.4
824,11.1,15.1,66.1,2.1,6.6,46,1.7
5523,18.5,31.2,64.9,2.6,3.3,39.5,2.4
3092,13.9,13,69,2.5,6.4,44.2,1
3278,13.5,18.6,66,2,5,43.3,2.3
4356,16.9,24.9,57,1.7,2.5,40.7,3.3
2363,13.5,18.6,66,2,5,43.3,2.3
1595,15.1,12.6,67.6,1.9,6,43.5,2.3
5450,16.9,24.9,57,1.7,2.5,40.7,3.3
2773,12.8,20.9,52.2,3,7,46.8,3.4
1433,13.9,13,69,2.5,6.4,44.2,1
1692,11.1,15.1,66.1,2.1,6.6,46,1.7
4871,21,33.9,67.4,3,1.9,36,3
3413,11.2,16.8,61.2,1.4,7.4,50.4,2.9
1138,15.1,12.6,67.6,1.9,6,43.5,2.3
2019,15.1,12.6,67.6,1.9,6,43.5,2.3
4776,21.1,34.1,69.9,3,2.2,33.5,2.1
2530,11.2,16.8,61.2,1.4,7.4,50.4,2.9
1553,11.1,15.1,66.1,2.1,6.6,46,1.7
1507,13.9,13,69,2.5,6.4,44.2,1
4700,12.8,20.9,52.2,3,7,46.8,3.4
4250,11.2,16.8,61.2,1.4,7.4,50.4,2.9
5073,14,20.9,59.7,5.1,7,48.4,2.6
1796,15.1,12.6,67.6,1.9,6,43.5,2.3
3449,11.1,15.1,66.1,2.1,6.6,46,1.7
5185,16.9,24.9,57,1.7,2.5,40.7,3.3
5124,21.1,34.1,69.9,3,2.2,33.5,2.1
5897,23.3,36.2,64.3,3.7,4,32.6,2.8
3445,12.8,20.9,52.2,3,7,46.8,3.4
5040,21.1,34.1,69.9,3,2.2,33.5,2.1
1054,11.2,16.8,61.2,1.4,7.4,50.4,2.9
4413,23.3,36.2,64.3,3.7,4,32.6,2.8
4865,14,26.5,57.4,3.7,4.6,47.5,1.9
5101,21,33.9,67.4,3,1.9,36,3
3869,10.4,13.5,70.4,2,7.6,50,1.1
1983,15.1,12.6,67.6,1.9,6,43.5,2.3
5811,24.2,43.5,67.9,2.5,2.9,33,2.8
4982,11.2,16.8,61.2,1.4,7.4,50.4,2.9
353,13.5,10.6,66,0.4,7,44.3,2
4318,12.8,20.9,52.2,3,7,46.8,3.4
4590,23.3,36.2,64.3,3.7,4,32.6,2.8
6140,23.3,36.2,64.3,3.7,4,32.6,2.8
1777,10.6,13.2,72,1.7,6.7,50.5,1.2
3497,14.4,23.1,68.3,3,4.2,40.3,3
4615,15.9,19.9,50.8,4.2,8.1,50.3,3.2
1592,10.4,13.5,70.4,2,7.6,50,1.1
5338,13.5,23.5,58.8,3.4,8.1,47.8,3.9
5921,10.2,18.8,42.1,5.7,8,49.6,1.9
6165,24.2,43.5,67.9,2.5,2.9,33,2.8
5657,24.2,43.5,67.9,2.5,2.9,33,2.8
5259,24.2,43.5,67.9,2.5,2.9,33,2.8
457,13.5,10.6,66,0.4,7,44.3,2
2818,14.7,13.8,68,1.7,6.8,43.6,2.3
5771,21,33.9,67.4,3,1.9,36,3
4270,15.9,19.9,50.8,4.2,8.1,50.3,3.2
5072,13.5,23.5,58.8,3.4,8.1,47.8,3.9
1413,10.6,13.2,72,1.7,6.7,50.5,1.2
5128,19.6,29.6,63.9,3,2.8,38.5,3.2
5462,20.4,33.4,68.6,1.8,4.7,38,2.5
5426,25.2,52.1,67.5,3.1,2.2,29.9,3.6
2058,14.4,23.1,68.3,3,4.2,40.3,3
1280,10.4,13.5,70.4,2,7.6,50,1.1
5186,14.2,21,62.8,3.7,6.7,44.9,2
4559,14.7,13.8,68,1.7,6.8,43.6,2.3
6163,24.2,43.5,67.9,2.5,2.9,33,2.8
5151,13.7,21,63.6,2.5,9.1,48.2,4.8
3968,19.6,29.6,63.9,3,2.8,38.5,3.2
6119,24.2,43.5,67.9,2.5,2.9,33,2.8
5987,25.2,52.1,67.5,3.1,2.2,29.9,3.6
2970,14.4,23.1,68.3,3,4.2,40.3,3
5983,24.2,43.5,67.9,2.5,2.9,33,2.8
2116,13.5,10.6,66,0.4,7,44.3,2
4017,14.2,21,62.8,3.7,6.7,44.9,2
4524,13.5,23.5,58.8,3.4,8.1,47.8,3.9
5546,28.4,49,69,3.4,2.1,28.1,2
5895,25.2,52.1,67.5,3.1,2.2,29.9,3.6
4668,19.6,29.6,63.9,3,2.8,38.5,3.2
5368,14.2,21,62.8,3.7,6.7,44.9,2
6169,28.4,49,69,3.4,2.1,28.1,2
6110,28.4,49,69,3.4,2.1,28.1,2
5327,13.7,21,63.6,2.5,9.1,48.2,4.8
3337,15.6,22.6,65.2,2.7,6.7,41.6,3
4735,13.5,23.5,58.8,3.4,8.1,47.8,3.9
5579,21.9,46.1,67.5,3.4,4.6,34.3,3.7
6129,21.9,46.1,67.5,3.4,4.6,34.3,3.7
4793,14.2,21,62.8,3.7,6.7,44.9,2
5788,14.2,21,62.8,3.7,6.7,44.9,2
3054,19.8,19,70.6,2.9,4.8,39.8,2.5
4333,13.7,21,63.6,2.5,9.1,48.2,4.8
5580,17.4,32.6,72.4,2.2,4.2,40.6,2.6
4875,19.8,19,70.6,2.9,4.8,39.8,2.5
4676,15.6,22.6,65.2,2.7,6.7,41.6,3
5455,15.6,22.6,65.2,2.7,6.7,41.6,3
5541,17.4,32.6,72.4,2.2,4.2,40.6,2.6
5903,15.2,29.6,63.5,4.3,6,40,4.6
5232,15.2,29.6,63.5,4.3,6,40,4.6
4163,5.1,15.8,62.7,3.8,6,31.3,1.3
4443,13.7,21,63.6,2.5,9.1,48.2,4.8
4744,5.1,15.8,62.7,3.8,6,31.3,1.3
4965,13.7,21,63.6,2.5,9.1,48.2,4.8
5339,17.4,32.6,72.4,2.2,4.2,40.6,2.6
5729,6.8,22.5,68.4,7.7,6.6,35.9,2.2
4030,15.6,22.6,65.2,2.7,6.7,41.6,3
4403,5.1,15.8,62.7,3.8,6,31.3,1.3
4966,6.8,22.5,68.4,7.7,6.6,35.9,2.2
3920,9.5,18.9,64.8,4.4,7.8,46,4.6
5217,9.5,18.9,64.8,4.4,7.8,46,4.6
5300,6.8,22.5,68.4,7.7,6.6,35.9,2.2
4025,9.5,18.9,64.8,4.4,7.8,46,4.6
2895,9.5,18.9,64.8,4.4,7.8,46,4.6
1789,11.2,12.3,64.7,2.4,12.8,50.2,4.1
3897,10,18.3,65.9,4.1,9.9,47,3.4
4586,10,18.3,65.9,4.1,9.9,47,3.4
5106,10,18.3,65.9,4.1,9.9,47,3.4
2098,5.1,15.8,62.7,3.8,6,31.3,1.3
4947,11.2,12.3,64.7,2.4,12.8,50.2,4.1
4710,10,18.3,65.9,4.1,9.9,47,3.4
4283,11.2,12.3,64.7,2.4,12.8,50.2,4.1
5442,14,23.3,69.8,4.9,7.4,39.6,1.9
4316,11.2,12.3,64.7,2.4,12.8,50.2,4.1
4158,14,23.3,69.8,4.9,7.4,39.6,1.9
3499,5.1,15.8,62.7,3.8,6,31.3,1.3
1937,10.3,13,65,1,7.1,48.1,1
2938,9.4,10.3,68.7,0.9,6.3,53.2,0.9
1961,9.4,10.3,68.7,0.9,6.3,53.2,0.9
1967,9.4,10.3,68.7,0.9,6.3,53.2,0.9
2360,9.4,10.3,68.7,0.9,6.3,53.2,0.9
3186,18.5,14.7,61.3,1.6,5.5,46.8,1.6
1709,19.8,19,70.6,2.9,4.8,39.8,2.5
2148,10.4,13.5,70.4,2,7.6,50,1.1
3774,10.4,13.5,70.4,2,7.6,50,1.1
3798,12.1,16.1,70,2.7,7.7,46.4,1.3
2446,12.1,16.1,70,2.7,7.7,46.4,1.3
658,13.5,10.6,66,0.4,7,44.3,2
2861,10.6,13.2,72,1.7,6.7,50.5,1.2
3415,16.7,11.3,67.9,1.8,5.6,41.1,2.5
1821,10.3,13,65,1,7.1,48.1,1
5818,6.8,22.5,68.4,7.7,6.6,35.9,2.2
5417,6.8,22.5,68.4,7.7,6.6,35.9,2.2
5766,19,36,70.4,4.4,3.6,38.3,2.6
5937,19,36,70.4,4.4,3.6,38.3,2.6
4516,14,26.5,57.4,3.7,4.6,47.5,1.9
5364,14,26.5,57.4,3.7,4.6,47.5,1.9
5777,20.4,33.4,68.6,1.8,4.7,38,2.5
5827,20.4,33.4,68.6,1.8,4.7,38,2.5
5277,14,20.9,59.7,5.1,7,48.4,2.6
4139,14,20.9,59.7,5.1,7,48.4,2.6
3148,22.7,20,48.5,0,0,27.3,0
4242,16.1,31.6,70.8,0,6.4,45.1,0
5349,16.4,32.6,56,4,1.4,42.5,2
1804,15.3,13.7,55.8,0.4,4.5,42.2,0.4
1423,15.3,13.7,55.8,0.4,4.5,42.2,0.4
4482,17.1,14,54.7,0.3,4,39.2,0.3
1634,17.1,14,54.7,0.3,4,39.2,0.3
596,17.5,17.9,62.9,0,3,39.8,0.5
589,15.9,13.1,51.6,0,3,39.6,0
1774,19.5,16.6,51.3,0.4,2.3,33.8,0.4
1613,15.9,13.1,51.6,0,3,39.6,0
2188,19.5,16.6,51.3,0.4,2.3,33.8,0.4
1533,19.5,16.6,51.3,0.4,2.3,33.8,0.4
4194,25.6,27,66.8,0.4,1.8,28.9,0.4
3661,25.6,27,66.8,0.4,1.8,28.9,0.4
3309,18.2,15,59.9,0.7,4.6,39.4,0.3
2223,13.9,12.8,58,0,5.8,43.8,0.7
5767,27.4,29.2,65.3,0.7,1.5,29.3,1.1
587,21.8,17.7,66,0.3,2.4,33.6,1.3
3655,27.4,29.2,65.3,0.7,1.5,29.3,1.1
3398,21.8,17.7,66,0.3,2.4,33.6,1.3
4988,27.4,29.2,65.3,0.7,1.5,29.3,1.1
3166,25.6,22.7,65.5,0.9,2.2,31,1.3
3439,25.8,22.3,62.4,0,2.6,34.7,1.5
4511,27.4,20.1,57.6,0,1.9,31.2,1.5
3218,28.5,31.8,68.1,0.4,1.2,27.5,1.1
5737,28.5,31.8,68.1,0.4,1.2,27.5,1.1
4543,25.8,22.3,62.4,0,2.6,34.7,1.5
2038,13.9,12.8,58,0,5.8,43.8,0.7
1218,20.1,14.7,52,0,3.1,35.8,0
5180,28,29.9,65.4,0.3,1.2,29.5,2
1227,19.2,14.8,44.7,0,2.1,34,0.6
5610,27.7,36.2,71.6,0.2,2.2,31.5,0.7
5245,27.6,55.2,62.2,0,2,29.5,1.4
2661,28,29.9,65.4,0.3,1.2,29.5,2
3573,27.7,36.2,71.6,0.2,2.2,31.5,0.7
3906,27.7,36.2,71.6,0.2,2.2,31.5,0.7
1831,18.2,15,59.9,0.7,4.6,39.4,0.3
4281,19.2,14.8,44.7,0,2.1,34,0.6
3035,19.2,14.8,44.7,0,2.1,34,0.6
3955,18,13.3,58.3,0,3.3,34.5,1.3
2898,18,13.3,58.3,0,3.3,34.5,1.3
2370,17.6,10.9,65.5,0.2,3.5,38.4,1.2
1829,17.6,10.9,65.5,0.2,3.5,38.4,1.2
3508,17.6,10.9,65.5,0.2,3.5,38.4,1.2
2840,17.6,10.9,65.5,0.2,3.5,38.4,1.2
2092,18.9,16.4,65.9,0.3,3.6,34.3,1
2295,19.4,13.5,64.6,0.2,4.6,37.2,1.9
1174,16.2,12.1,56.4,0,2.8,35.8,1.4
2510,23.5,14.1,64.8,0,3.3,33.7,1.7
3893,22.7,20.9,71,0.2,2.1,32.2,1
2607,19.4,13.5,64.6,0.2,4.6,37.2,1.9
1690,28.5,9.1,55.5,1.6,3.4,26.8,2.3
2961,18.9,16.4,65.9,0.3,3.6,34.3,1
4604,23.5,14.1,64.8,0,3.3,33.7,1.7
3444,22.7,20.9,71,0.2,2.1,32.2,1
1694,18.4,13.9,64.6,0.3,3.9,35.5,1.8
2185,19.4,13.5,64.6,0.2,4.6,37.2,1.9
3377,18.4,13.9,64.6,0.3,3.9,35.5,1.8
850,18.4,13.9,64.6,0.3,3.9,35.5,1.8
2875,18.4,13.9,64.6,0.3,3.9,35.5,1.8
1298,19.2,14.8,44.7,0,2.1,34,0.6
497,19.4,13.5,64.6,0.2,4.6,37.2,1.9
473,11.7,10.8,54.4,0,4.8,42.9,0.4
3361,17.2,21.2,35,0.6,2.5,37.4,0.6
3734,11.7,10.8,54.4,0,4.8,42.9,0.4
1183,13.8,14.6,46.5,0,2.9,39.1,0.6
2427,11.7,10.8,54.4,0,4.8,42.9,0.4
4205,16,10.7,42.4,0,3.6,36.4,2.7
2996,18.9,16.4,65.9,0.3,3.6,34.3,1
874,13.7,11.8,65.3,0,5.6,45.1,0.9
2483,16.2,12.1,56.4,0,2.8,35.8,1.4
133,16.2,12.1,56.4,0,2.8,35.8,1.4
3614,11.4,9,64.2,0.3,5.5,42.5,1.5
729,11.4,9,64.2,0.3,5.5,42.5,1.5
4827,35.5,50.3,43.4,0,2.6,26.4,0.7
3442,23.3,23.5,45.8,0,2.1,32.5,0.3
3405,23.3,23.5,45.8,0,2.1,32.5,0.3
3057,23.3,23.5,45.8,0,2.1,32.5,0.3
5494,30.4,43,66.7,0,1.3,27.4,0.6
4683,30.4,43,66.7,0,1.3,27.4,0.6
3933,30.4,43,66.7,0,1.3,27.4,0.6
3578,24.2,25.5,37.8,0,1.4,27.2,0.6
2939,24.2,25.5,37.8,0,1.4,27.2,0.6
3207,19.6,22.6,47.8,0,1.1,29.2,0
3185,21,31.9,32.1,0,1.7,28.1,0.4
4238,24.2,25.5,37.8,0,1.4,27.2,0.6
4127,21,31.9,32.1,0,1.7,28.1,0.4
3467,21.5,21.6,41.5,0,1.2,33.1,0.5
3760,24.2,22.5,47.4,0,1.6,31.7,0.5
3610,24.2,22.5,47.4,0,1.6,31.7,0.5
4096,32.7,37.8,68.4,0.2,0.8,24.7,0.3
5344,32.7,37.8,68.4,0.2,0.8,24.7,0.3
2287,21.5,21.6,41.5,0,1.2,33.1,0.5
5535,32.7,37.8,68.4,0.2,0.8,24.7,0.3
5470,32.7,37.8,68.4,0.2,0.8,24.7,0.3
4286,32.7,37.8,68.4,0.2,0.8,24.7,0.3
4940,32.7,37.8,68.4,0.2,0.8,24.7,0.3
2115,24.2,22.5,47.4,0,1.6,31.7,0.5
2686,20.5,23.7,33.5,0,1.2,34.1,0.4
5680,35.1,46.6,68.6,0.4,0.8,24.4,2.2
2694,27.9,33.4,70.5,0,2,32.3,0.7
4480,20.5,23.7,33.5,0,1.2,34.1,0.4
5502,35.1,46.6,68.6,0.4,0.8,24.4,2.2
5859,27.9,33.4,70.5,0,2,32.3,0.7
5282,35.1,46.6,68.6,0.4,0.8,24.4,2.2
5219,33.8,50,66.6,0,0.9,24.4,1.3
3804,21.5,21.6,41.5,0,1.2,33.1,0.5
5736,33.5,47.5,62.1,0,1.2,25.6,1.8
5715,29.3,49.4,68.5,0.2,1.1,28.2,2.1
3926,29.3,49.4,68.5,0.2,1.1,28.2,2.1
5704,33.5,47.5,62.1,0,1.2,25.6,1.8
5962,33.8,50,66.6,0,0.9,24.4,1.3
5986,33.5,47.5,62.1,0,1.2,25.6,1.8
4638,27.5,42.4,63.3,0,2.4,30.8,1.4
5089,29.3,49.4,68.5,0.2,1.1,28.2,2.1
5794,33.8,50,66.6,0,0.9,24.4,1.3
5940,37.9,49.1,66.7,0,0.8,23.7,2.1
3113,20.5,23.7,33.5,0,1.2,34.1,0.4
5007,20.5,23.7,33.5,0,1.2,34.1,0.4
3115,27.6,40.6,39.5,0.5,0.8,26,0
2889,27.6,40.6,39.5,0.5,0.8,26,0
4285,24.8,39.8,40.2,0,1.3,29,0
1402,24.4,38.7,50.2,0,1.6,30.4,0.8
1857,24.4,38.7,50.2,0,1.6,30.4,0.8
4168,25.5,30.2,38.5,0,1,25.1,0.4
4257,31.8,51.4,60.3,0,1.5,26.9,1
5358,31.8,51.4,60.3,0,1.5,26.9,1
4736,31.8,51.4,60.3,0,1.5,26.9,1
4972,33.6,63.7,66.9,0,0.6,24.7,1
5518,33.6,63.7,66.9,0,0.6,24.7,1
5654,33.6,63.7,66.9,0,0.6,24.7,1
3065,25.5,30.2,38.5,0,1,25.1,0.4
4079,19.8,43.1,51.2,0,2.2,34.8,0.4
4140,28.5,42.9,41.2,0,1.1,27.3,0.5
6022,28.5,42.9,41.2,0,1.1,27.3,0.5
5844,26.4,63.6,58.4,0.4,1.7,32,2.4
3848,26.4,63.6,58.4,0.4,1.7,32,2.4
5992,26.4,63.6,58.4,0.4,1.7,32,2.4
5912,26.4,63.6,58.4,0.4,1.7,32,2.4
4400,26.4,63.6,58.4,0.4,1.7,32,2.4
3378,28.5,42.9,41.2,0,1.1,27.3,0.5
3292,32.1,48.3,3.8,0,1.9,18.9,3.8
959,13.5,13.1,54.7,0,2.8,42,0.5
763,13.5,13.1,54.7,0,2.8,42,0.5
818,14.9,16,55.2,0,3.1,39.4,0.3
825,14.9,16,55.2,0,3.1,39.4,0.3
3010,19.7,24.3,47.5,0,1.6,34.2,0.3
288,21.5,17.4,62.1,0,3,34.8,0.6
791,21.5,17.4,62.1,0,3,34.8,0.6
3475,22,24.3,61.7,0.2,2.7,33.5,2.2
1578,22,24.3,61.7,0.2,2.7,33.5,2.2
599,19.1,9.9,56,0,3.1,36,1.5
736,13.5,13.1,54.7,0,2.8,42,0.5
4574,15.6,23,47.7,0,1,39.5,0
1995,16.6,28.2,64,0.2,2.5,35.6,1.9
2512,14.7,18.9,56.7,0,3,40.4,2.2
4372,24.7,40.6,56.8,0.2,1.7,28.5,1.7
5663,24.7,40.6,56.8,0.2,1.7,28.5,1.7
1882,20.7,26.6,59.1,0.2,2.2,32.3,2
4247,14.7,18.9,56.7,0,3,40.4,2.2
3611,16.6,28.2,64,0.2,2.5,35.6,1.9
1252,14.7,18.9,56.7,0,3,40.4,2.2
1763,15.7,19.5,60.2,0.3,3.2,38.2,1.6
5517,22.1,37.9,60.4,0.2,1,31.5,1.5
5698,26.5,50.9,58.9,0.3,1,26.9,1.6
2595,20.7,26.6,59.1,0.2,2.2,32.3,2
1098,15.7,19.5,60.2,0.3,3.2,38.2,1.6
3580,19.1,9.9,56,0,3.1,36,1.5
4358,22.1,37.9,60.4,0.2,1,31.5,1.5
2570,22.1,37.9,60.4,0.2,1,31.5,1.5
953,15.7,19.5,60.2,0.3,3.2,38.2,1.6
1318,20.7,26.6,59.1,0.2,2.2,32.3,2
5231,26.5,50.9,58.9,0.3,1,26.9,1.6
4717,26.5,50.9,58.9,0.3,1,26.9,1.6
3865,20.7,26.6,59.1,0.2,2.2,32.3,2
5158,24.7,42.2,58.7,0.5,0.4,27.6,0.9
1688,19.7,24.3,47.5,0,1.6,34.2,0.3
3095,15.2,20.5,24.1,0,0,30.3,0
2696,22.6,52.1,60.9,0,2.1,33.6,0
5240,32.1,48.3,3.8,0,1.9,18.9,3.8
3319,18.8,14.7,52.4,0,2.9,35.2,0.2
3003,18.8,14.7,52.4,0,2.9,35.2,0.2
4034,27.7,14.1,64,0.5,1.8,27.6,1.2
3179,27.7,14.1,64,0.5,1.8,27.6,1.2
2072,18.8,14.7,52.4,0,2.9,35.2,0.2
3851,19.6,14.6,51.5,0.3,2.8,33.6,0
3327,27.7,14.1,64,0.5,1.8,27.6,1.2
2787,27.7,14.1,64,0.5,1.8,27.6,1.2
3788,27.7,14.1,64,0.5,1.8,27.6,1.2
2651,27.7,14.1,64,0.5,1.8,27.6,1.2
3068,24.1,32.4,55.9,0,2.4,34.9,1.7
2395,18.6,18.4,58,0.2,2.9,35.9,2
1612,18.8,14.7,52.4,0,2.9,35.2,0.2
2368,18.6,18.4,58,0.2,2.9,35.9,2
2216,19.6,14.6,51.5,0.3,2.8,33.6,0
2128,19.8,16.8,60.7,0,2.4,37.7,0
2212,14,14.9,53.2,0.2,3.8,42,0.2
4733,18.6,18.4,58,0.2,2.9,35.9,2
1111,14,14.9,53.2,0.2,3.8,42,0.2
321,14,14.9,53.2,0.2,3.8,42,0.2
2520,16.6,16.1,56.7,0.5,2.4,34.8,0.3
3687,12.9,14.9,55.9,0.3,3.1,42.4,0.3
2367,13.5,14.9,50.4,0,3.6,35.7,0
1762,17.4,9.9,59.1,0.5,3.3,36.3,0.2
814,17.4,9.9,59.1,0.5,3.3,36.3,0.2
1346,12.9,14.9,55.9,0.3,3.1,42.4,0.3
802,13.2,34.7,56.2,0,2.8,41.1,0.7
2010,13.2,34.7,56.2,0,2.8,41.1,0.7
2221,24.4,93.4,56.7,0,0,28.8,0
1726,16.6,16.1,56.7,0.5,2.4,34.8,0.3
422,12.9,14.9,55.9,0.3,3.1,42.4,0.3
3742,13.2,34.7,56.2,0,2.8,41.1,0.7
3640,15.9,18.9,57.4,0.2,3,38.2,0.2
3986,18.8,17.5,51.3,0.4,2.3,37.5,0.4
2430,15.9,18.9,57.4,0.2,3,38.2,0.2
3888,15.9,18.9,57.4,0.2,3,38.2,0.2
2843,16.3,23.3,59.8,0,3.1,40.6,0.6
2060,16.3,23.3,59.8,0,3.1,40.6,0.6
1946,18.4,17.1,53.3,0,1.2,33.9,0.5
4678,18.4,17.1,53.3,0,1.2,33.9,0.5
716,18.4,17.1,53.3,0,1.2,33.9,0.5
4905,25,34.4,68.9,0.3,1.7,30.6,0.7
3981,25,34.4,68.9,0.3,1.7,30.6,0.7
2554,25,34.4,68.9,0.3,1.7,30.6,0.7
3354,25,34.4,68.9,0.3,1.7,30.6,0.7
1765,27.8,25.4,67.8,0.3,1.1,27,0.7
2091,27.8,25.4,67.8,0.3,1.1,27,0.7
3203,27.8,25.4,67.8,0.3,1.1,27,0.7
1756,22.5,35.9,52.7,0.4,1.4,30.2,0.4
1572,22.5,35.9,52.7,0.4,1.4,30.2,0.4
5160,27.8,25.4,67.8,0.3,1.1,27,0.7
4153,27.8,25.4,67.8,0.3,1.1,27,0.7
4384,22.5,35.9,52.7,0.4,1.4,30.2,0.4
4184,22.5,35.9,52.7,0.4,1.4,30.2,0.4
4306,22.5,35.9,52.7,0.4,1.4,30.2,0.4
1586,23.5,25.6,50,0,1,29.6,0.2
5015,28.8,68.7,69.7,0,1.7,28.8,1
3948,28.8,68.7,69.7,0,1.7,28.8,1
3913,23.5,25.6,50,0,1,29.6,0.2
3141,23.5,25.6,50,0,1,29.6,0.2
4110,23.5,25.6,50,0,1,29.6,0.2
2268,21.1,18.1,60.9,0.8,3.6,33.7,1.3
938,21.1,18.1,60.9,0.8,3.6,33.7,1.3
1551,21.1,18.1,60.9,0.8,3.6,33.7,1.3
1078,17.4,9.9,59.1,0.5,3.3,36.3,0.2
1042,17.4,9.9,59.1,0.5,3.3,36.3,0.2
1570,18.6,20.3,56.4,2.6,2.3,28,2.6
2783,21.1,18.1,60.9,0.8,3.6,33.7,1.3
506,14,11.6,53.6,0.5,4.7,39.5,1
2184,12.5,13.3,62.8,1.2,3.4,41.6,0.8
286,13.6,11.4,58.1,1.2,4.8,41.8,2.3
2197,15.8,8.4,62.3,0.9,3.8,38.9,1.2
1229,15.8,8.4,62.3,0.9,3.8,38.9,1.2
544,21.1,18.1,60.9,0.8,3.6,33.7,1.3
1486,15.8,8.4,62.3,0.9,3.8,38.9,1.2
1922,11.9,10.1,63.4,1.1,5.4,45.3,2.5
2286,11.9,10.1,63.4,1.1,5.4,45.3,2.5
1134,15.8,8.4,62.3,0.9,3.8,38.9,1.2
935,21.6,13,64.2,1.5,2.4,32.9,1.2
1593,21.6,13,64.2,1.5,2.4,32.9,1.2
2432,11.9,10.1,63.4,1.1,5.4,45.3,2.5
4481,28.4,25.2,70.3,3.4,1.1,25,1.7
4000,17,23.6,63,1.6,2.7,37.2,1.9
3075,17,23.6,63,1.6,2.7,37.2,1.9
3409,21.6,13,64.2,1.5,2.4,32.9,1.2
4610,18.2,23.3,68.2,1.2,2.1,35.9,1.6
1432,18.5,28.3,50.4,0.9,2.5,36.9,0.9
3826,21.4,28.3,63,1,1.5,37.4,1.9
4953,22.7,32.4,66.6,2.4,1.4,31.3,2.7
2871,18.2,23.3,68.2,1.2,2.1,35.9,1.6
2785,19.5,14.1,62.1,1.2,3.2,38.3,2
4770,28.4,25.2,70.3,3.4,1.1,25,1.7
5139,17,23.6,63,1.6,2.7,37.2,1.9
907,11.9,10.1,63.4,1.1,5.4,45.3,2.5
4204,26.8,23.9,67,2.8,2,30.4,1.9
4387,21.4,28.3,63,1,1.5,37.4,1.9
2506,17,23.6,63,1.6,2.7,37.2,1.9
4654,26.8,23.9,67,2.8,2,30.4,1.9
4647,22.7,32.4,66.6,2.4,1.4,31.3,2.7
3976,18.2,23.3,68.2,1.2,2.1,35.9,1.6
4525,18.2,23.3,68.2,1.2,2.1,35.9,1.6
2348,19.5,14.1,62.1,1.2,3.2,38.3,2
4302,26.8,23.9,67,2.8,2,30.4,1.9
3784,17,23.6,63,1.6,2.7,37.2,1.9
4565,22.7,32.4,66.6,2.4,1.4,31.3,2.7
5042,20.6,25.7,64.8,2.5,2.6,32.7,2.5
2171,14.5,14.6,63,1.4,3.8,42.7,2.6
3584,18.2,25.5,62.7,1,2.1,38.4,2.9
4848,22.7,32.4,66.6,2.4,1.4,31.3,2.7
4102,14.5,14.6,63,1.4,3.8,42.7,2.6
3924,26.8,23.9,67,2.8,2,30.4,1.9
3496,18.2,25.5,62.7,1,2.1,38.4,2.9
5822,24.3,42.4,67.5,2.7,1.6,30.4,2.4
2230,16.6,14.8,59.7,2.2,3,37.3,3.3
2784,19.5,14.1,62.1,1.2,3.2,38.3,2
3140,20.6,25.7,64.8,2.5,2.6,32.7,2.5
5723,24.5,27.1,60.6,1.6,2.4,34.1,3.2
2276,14.5,14.6,63,1.4,3.8,42.7,2.6
4004,18.2,25.5,62.7,1,2.1,38.4,2.9
6001,24.3,42.4,67.5,2.7,1.6,30.4,2.4
5966,24.5,27.1,60.6,1.6,2.4,34.1,3.2
2807,16.6,14.8,59.7,2.2,3,37.3,3.3
5483,24.3,42.4,67.5,2.7,1.6,30.4,2.4
4716,15.2,36.9,73.9,2.2,1.1,33.7,2.9
4134,20.6,25.7,64.8,2.5,2.6,32.7,2.5
3048,14.5,14.6,63,1.4,3.8,42.7,2.6
4877,20.4,19.8,57.6,2.4,3.5,38.1,3.3
2640,16.6,14.8,59.7,2.2,3,37.3,3.3
4084,18.5,28.3,50.4,0.9,2.5,36.9,0.9
3951,24.5,27.1,60.6,1.6,2.4,34.1,3.2
4343,20.4,19.8,57.6,2.4,3.5,38.1,3.3
1590,14.5,14.6,63,1.4,3.8,42.7,2.6
3288,16.6,14.8,59.7,2.2,3,37.3,3.3
2514,20.4,19.8,57.6,2.4,3.5,38.1,3.3
3532,16.6,14.8,59.7,2.2,3,37.3,3.3
2950,16.4,11.7,64.1,0.9,3.1,38,1.1
3771,20.5,30.5,68.3,2.3,1.8,35.2,1.5
2648,20.4,19.8,57.6,2.4,3.5,38.1,3.3
3390,18.1,13,50.8,3.8,3.7,37.9,3.1
2988,16.4,11.7,64.1,0.9,3.1,38,1.1
5005,20.4,19.8,57.6,2.4,3.5,38.1,3.3
